brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,mileage_per_year,engine_liters
Chevrolet,Suburban 1500 LTZ,2010.0,162671.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,False,True,12000.0,15.0,10844.733333333334,5.3
Land,Rover LR2 HSE,2010.0,100472.0,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,False,True,9975.0,15.0,6698.133333333333,3.2
Subaru,WRX Limited,2017.0,73120.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,False,True,19950.0,8.0,9140.0,2.0
Ford,Expedition Timberline,2022.0,23300.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,False,True,67500.0,3.0,7766.666666666667,3.5
Honda,Clarity Plug-In Hybrid Base,2018.0,71000.0,Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,False,True,17500.0,7.0,10142.857142857143,1.5
RAM,3500 Laramie,2022.0,16648.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,False,False,70999.0,3.0,5549.333333333333,6.7
Chevrolet,Silverado 2500 LT,2011.0,240000.0,Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,False,True,18500.0,14.0,17142.85714285714,6.6
Lexus,RX 450h Base,2013.0,119755.0,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,False,True,19500.0,12.0,9979.583333333334,3.5
Mercedes-Benz,M-Class ML 350 4MATIC,2015.0,88000.0,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,False,True,19500.0,10.0,8800.0,3.5
BMW,X5 xDrive40i,2021.0,41000.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,False,True,50000.0,4.0,10250.0,3.0
Chevrolet,Camaro 2SS,2022.0,7458.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,False,True,47500.0,3.0,2486.0,6.2
Jeep,Gladiator Sport S,2022.0,23000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,False,True,43000.0,3.0,7666.666666666667,3.6
Land,Rover Discovery LSE,1998.0,149437.0,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,False,True,9995.0,27.0,5534.7037037037035,4.0
Ford,F-250 XLT,2017.0,244000.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Red,Beige,False,True,35500.0,8.0,30500.0,6.7
RAM,1500 Rebel,2019.0,46000.0,Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,False,True,37900.0,6.0,7666.666666666667,3.6
Audi,Q5 S line Premium Plus,2022.0,13133.0,Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,False,False,42998.0,3.0,4377.666666666667,2.0
RAM,1500 SLT,2017.0,45000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,False,True,29999.0,8.0,5625.0,5.7
Mazda,CX-30 Premium Package,2021.0,18385.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,False,True,29255.0,4.0,4596.25,2.5
BMW,840 Gran Coupe i xDrive,2020.0,25793.0,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,False,False,52999.0,5.0,5158.6,3.0
Porsche,Boxster S,2005.0,44400.0,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,False,True,29800.0,20.0,2220.0,3.2
Chevrolet,Malibu Limited LT,2016.0,104000.0,Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,False,True,10500.0,9.0,11555.555555555555,2.5
Cadillac,Escalade Premium Luxury,2023.0,600.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,103000.0,2.0,300.0,6.2
MINI,Cooper S Base,2007.0,45000.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,False,True,7900.0,18.0,2500.0,1.6
Jeep,Gladiator Mojave,2022.0,24500.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,False,True,64000.0,3.0,8166.666666666667,3.6
Buick,Encore GX Essence,2020.0,35569.0,Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,Satin Steel Metallic,Ebony,False,False,21999.0,5.0,7113.8,1.3
Toyota,Highlander XLE,2020.0,35000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,36999.0,5.0,7000.0,3.5
Acura,MDX Touring,2003.0,165000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,4000.0,22.0,7500.0,3.5
Land,Rover Range Rover Sport SE MHEV,2021.0,15000.0,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,False,True,69000.0,4.0,3750.0,3.0
BMW,535 i xDrive,2014.0,119750.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,False,True,15499.0,11.0,10886.363636363636,3.0
Nissan,350Z Touring,2007.0,90000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,M/T,White,Green,False,True,12000.0,18.0,5000.0,3.5
Ford,Transit Connect XLT,2015.0,112000.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,14500.0,10.0,11200.0,2.5
Mercedes-Benz,SL-Class SL550 Roadster,2008.0,150000.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,False,True,16800.0,17.0,8823.529411764706,5.5
Porsche,911 Turbo S,2021.0,1912.0,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,False,True,240000.0,4.0,478.0,3.8
Hyundai,Sonata Sport 2.0T,2015.0,82900.0,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,13995.0,10.0,8290.0,2.0
Audi,TT 1.8T,2004.0,79500.0,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,12000.0,21.0,3785.714285714286,1.8
Volvo,XC90 T6 Inscription,2019.0,60000.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,False,True,37000.0,6.0,10000.0,2.0
RAM,1500 Big Horn,2021.0,41800.0,Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Black,False,True,44900.0,4.0,10450.0,3.0
Chevrolet,Tahoe LT,2021.0,71536.0,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,False,True,49685.0,4.0,17884.0,5.3
Ford,Explorer XLT,2014.0,127558.0,Gasoline,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Green,Charcoal Black,False,True,13715.0,11.0,11596.181818181818,3.5
Ford,Mustang Mach-E Premium,2023.0,13232.0,,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,False,True,45000.0,2.0,6616.0,
Chevrolet,Camaro 1SS,2017.0,39000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Yellow,Black,False,True,31500.0,8.0,4875.0,6.2
Ford,Bronco Big Bend Advanced,2023.0,11500.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,False,True,54490.0,2.0,5750.0,2.7
Chrysler,Pacifica Launch Edition,2020.0,22200.0,Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,False,True,36800.0,5.0,4440.0,3.6
Tesla,Model Y Long Range,2023.0,7414.0,,425.0HP Electric Motor Electric Fuel System,A/T,Black,White,False,True,56515.0,2.0,3707.0,
Lamborghini,Huracan LP580-2,2017.0,14586.0,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Blue Caelum,Nero Ade,False,False,209991.0,8.0,1823.25,5.2
RAM,1500 Rebel,2021.0,32000.0,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,False,True,50927.0,4.0,8000.0,5.7
Toyota,86 Base,2020.0,14700.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,27350.0,5.0,2940.0,2.0
BMW,X5 xDrive50i,2016.0,79995.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,23995.0,9.0,8888.333333333334,4.4
GMC,Yukon Denali,2018.0,76000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,44500.0,7.0,10857.142857142857,6.2
Honda,Accord EX-L,2014.0,62000.0,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,False,True,18987.0,11.0,5636.363636363636,2.4
Maserati,Ghibli S Q4,2017.0,53500.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,False,True,28700.0,8.0,6687.5,3.0
Hyundai,Kona EV SEL,2022.0,9400.0,,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,False,True,31999.0,3.0,3133.3333333333335,
BMW,435 i,2014.0,86500.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,20900.0,11.0,7863.636363636364,3.0
Mercedes-Benz,GL-Class GL 450,2011.0,148000.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,9900.0,14.0,10571.42857142857,4.7
GMC,Sierra 1500 SLE,2014.0,100080.0,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,False,True,22989.0,11.0,9098.181818181818,4.3
Dodge,Challenger SRT Demon,2018.0,2620.0,Gasoline,808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,False,155700.0,7.0,374.2857142857143,6.2
BMW,X5 PHEV xDrive45e,2023.0,3099.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Black,False,True,74995.0,2.0,1549.5,3.0
Dodge,Durango R/T,2020.0,78000.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,False,True,29500.0,5.0,15600.0,5.7
Ferrari,488 Spider Base,2019.0,9005.0,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,–,False,False,319900.0,6.0,1500.8333333333333,3.9
Ford,Bronco Sport Big Bend,2022.0,16700.0,Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,False,True,31000.0,3.0,5566.666666666667,1.5
Honda,Civic LX,2015.0,51300.0,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,False,True,17500.0,10.0,5130.0,1.8
Ford,Shelby GT350 Base,2018.0,8237.0,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,False,True,62900.0,7.0,1176.7142857142858,5.2
Volkswagen,Jetta S,2010.0,99000.0,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,False,True,6000.0,15.0,6600.0,2.5
Mazda,CX-5 Grand Touring,2021.0,62377.0,Gasoline,2.5L I4 16V,6-Speed Automatic,Jet Black Mica,Black,False,True,26288.0,4.0,15594.25,2.5
Jeep,Wrangler Rubicon,2009.0,130000.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,False,True,15500.0,16.0,8125.0,3.8
Ford,F-250 XLT,2016.0,94300.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,False,True,28999.0,9.0,10477.777777777777,6.2
Tesla,Model Y Performance,2022.0,24115.0,,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,False,True,46500.0,3.0,8038.333333333333,
BMW,528 i,2016.0,82000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,False,True,16995.0,9.0,9111.111111111111,2.0
Kia,Rio S,2021.0,67686.0,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,15700.0,4.0,16921.5,1.6
Tesla,Model S 85,2014.0,96800.0,,362.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,False,True,28450.0,11.0,8800.0,
Jeep,Wrangler Sport,1997.0,131000.0,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Gray,False,True,5500.0,28.0,4678.571428571428,4.0
Tesla,Model 3 Standard Range,2020.0,23097.0,,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,False,True,29900.0,5.0,4619.4,
Ferrari,GTC4Lusso T,2018.0,31000.0,Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,False,True,197499.0,7.0,4428.571428571428,3.9
BMW,X5 M50i,2021.0,28898.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,False,True,71000.0,4.0,7224.5,4.4
Mazda,MX-5 Miata RF Club,2022.0,7250.0,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,False,True,35619.0,3.0,2416.6666666666665,2.0
Ford,F-250 XLT,2014.0,59459.0,Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Silver,False,True,40999.0,11.0,5405.363636363636,6.7
Jeep,Wrangler Sahara,2012.0,78000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Black,False,True,22000.0,13.0,6000.0,3.6
RAM,1500 Laramie,2021.0,24213.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,False,True,46500.0,4.0,6053.25,5.7
RAM,1500 Laramie,2020.0,21165.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,False,False,46105.0,5.0,4233.0,5.7
GMC,Yukon Denali,2016.0,107750.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,35500.0,9.0,11972.222222222223,6.2
Ford,F-150 Lariat,2016.0,117000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,26500.0,9.0,13000.0,3.5
Chevrolet,Corvette Base,2006.0,39132.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,False,True,35000.0,19.0,2059.5789473684213,6.0
BMW,Z4 2.5i,2004.0,94500.0,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,False,True,9000.0,21.0,4500.0,2.5
Subaru,Crosstrek 2.0i Premium,2017.0,50011.0,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,False,True,21495.0,8.0,6251.375,2.0
Lexus,GX 470 Base,2004.0,215000.0,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,False,True,7350.0,21.0,10238.095238095239,4.7
RAM,1500 Laramie,2022.0,16616.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,False,False,45999.0,3.0,5538.666666666667,5.7
Ford,F-150 XLT,2022.0,33818.0,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Agate Black Metallic,Black,False,True,46552.0,3.0,11272.666666666666,5.0
Jeep,Wagoneer Series III,2022.0,9099.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,False,True,68362.0,3.0,3033.0,5.7
Volkswagen,GTI Base,2008.0,95798.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,False,True,9850.0,17.0,5635.176470588235,2.0
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016.0,35943.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,False,True,51700.0,9.0,3993.6666666666665,5.5
Mazda,Mazda6 iSport VE,2008.0,106000.0,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,False,True,4300.0,17.0,6235.294117647059,2.3
Kia,Telluride EX X-Line,2023.0,10400.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Green,False,True,48000.0,2.0,5200.0,3.8
Chevrolet,Tahoe LT,2022.0,2894.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Beige,False,True,63900.0,3.0,964.6666666666666,5.3
Dodge,Durango GT,2022.0,15592.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,False,True,39985.0,3.0,5197.333333333333,3.6
Mercedes-Benz,AMG C 63 Base,2020.0,33548.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,False,True,57999.0,5.0,6709.6,4.0
BMW,320 i xDrive,2016.0,185000.0,Gasoline,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,False,True,7500.0,9.0,20555.555555555555,2.0
Porsche,Macan GTS,2023.0,6483.0,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Chalk,Black,False,False,96900.0,2.0,3241.5,2.9
Honda,Pilot EX-L,2020.0,28886.0,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Gray,Gray,False,False,35645.0,5.0,5777.2,3.5
Mercedes-Benz,GLE 350 Base,2020.0,26293.0,Gasoline,2.0 Liter Turbo,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,False,False,49998.0,5.0,5258.6,2.0
Chevrolet,Camaro 2SS,2017.0,62000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,False,True,34500.0,8.0,7750.0,6.2
Jaguar,XF 35t Prestige,2017.0,101453.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,18500.0,8.0,12681.625,3.0
RAM,3500 Laramie,2013.0,106385.0,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,False,True,42900.0,12.0,8865.416666666666,6.7
BMW,335 is,2012.0,86629.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,False,True,20995.0,13.0,6663.7692307692305,3.0
Audi,S6 4.0T Premium Plus,2018.0,61258.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,False,True,49999.0,7.0,8751.142857142857,4.0
Chrysler,300 S,2014.0,121500.0,Gasoline,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,False,True,15999.0,11.0,11045.454545454546,5.7
GMC,Sierra 1500 AT4,2022.0,100.0,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,False,True,62499.0,3.0,33.333333333333336,3.0
Chrysler,200 C,2015.0,170000.0,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,9-Speed A/T,Silver,Black,False,True,5995.0,10.0,17000.0,3.6
Ford,F-150 XLT SuperCab,2010.0,232000.0,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,False,True,3000.0,15.0,15466.666666666666,4.6
MINI,Cooper S Base,2006.0,95000.0,Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,–,False,True,12500.0,19.0,5000.0,1.6
Toyota,Venza XLE,2013.0,103466.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,14200.0,12.0,8622.166666666666,3.5
Toyota,Camry Hybrid Base,2011.0,133121.0,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,White,False,True,7900.0,14.0,9508.642857142857,2.4
Chevrolet,Tahoe LT,2012.0,162731.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,False,True,14500.0,13.0,12517.76923076923,5.3
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014.0,64500.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,False,False,37500.0,11.0,5863.636363636364,5.5
Ford,Shelby GT500 Base,2021.0,568.0,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Orange,Black,False,True,90788.0,4.0,142.0,5.2
Lexus,RX 300 4WD,1999.0,249083.0,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,False,True,3500.0,26.0,9580.115384615385,3.0
Porsche,Macan S,2015.0,80300.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,False,True,23999.0,10.0,8030.0,3.0
Ford,F-150 XLT SuperCab,2004.0,187000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,False,True,6299.0,21.0,8904.761904761905,5.4
Subaru,Outback 2.5 i Special Edition,2009.0,181870.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,6500.0,16.0,11366.875,2.5
GMC,Sierra 2500 AT4,2022.0,22600.0,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,Ebony Twilight Metallic,Jet Black,False,False,76740.0,3.0,7533.333333333333,6.6
BMW,X5 xDrive40i,2020.0,37000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,50000.0,5.0,7400.0,3.0
Porsche,Taycan Base,2022.0,9728.0,,375.0HP Electric Motor Electric Fuel System,A/T,White,Beige,False,True,89000.0,3.0,3242.6666666666665,
Lexus,GX 470 Base,2006.0,152000.0,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,False,True,13995.0,19.0,8000.0,4.7
Ford,F-150 Heritage XL SuperCab Flareside,2004.0,60260.0,Gasoline,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,False,True,30500.0,21.0,2869.5238095238096,5.4
Mazda,MazdaSpeed Miata MX-5 Base,2004.0,33362.0,Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,False,True,17599.0,21.0,1588.6666666666667,1.8
GMC,Acadia Denali,2021.0,47907.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,False,True,38436.0,4.0,11976.75,3.6
Mercedes-Benz,Metris Base,2016.0,17340.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,29000.0,9.0,1926.6666666666667,2.0
Cadillac,DeVille Base,1994.0,85000.0,–,–,A/T,White,Blue,False,True,7900.0,31.0,2741.935483870968,
Ford,Expedition EL XLT,2011.0,195500.0,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,False,True,8999.0,14.0,13964.285714285714,5.4
Chevrolet,Monte Carlo SS,2000.0,74000.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,–,False,True,4700.0,25.0,2960.0,3.8
RAM,1500 Big Horn,2015.0,140500.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Gray,False,True,14000.0,10.0,14050.0,5.7
Jeep,Commander Base,2006.0,212500.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,False,True,6500.0,19.0,11184.21052631579,3.7
Lexus,IS-F Base,2010.0,77400.0,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,False,True,34500.0,15.0,5160.0,5.0
Ford,Utility Police Interceptor Base,2017.0,118000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,False,True,15000.0,8.0,14750.0,3.5
Cadillac,Escalade ESV Luxury,2016.0,146200.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,False,True,24500.0,9.0,16244.444444444445,6.2
Tesla,Model Y Performance,2020.0,39000.0,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Black,False,True,43000.0,5.0,7800.0,
Chevrolet,Avalanche 1500 LS,2005.0,130000.0,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,False,True,7200.0,20.0,6500.0,5.3
Ford,F-150 Lariat,2021.0,33080.0,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,False,True,47850.0,4.0,8270.0,2.7
Mercedes-Benz,GLB 250 Base 4MATIC,2023.0,1219.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Classic Red,False,False,46479.0,2.0,609.5,2.0
Jeep,Wrangler Sport,2016.0,41000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,False,True,25000.0,9.0,4555.555555555556,3.6
Nissan,350Z Touring,2004.0,110897.0,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Orange,False,True,11500.0,21.0,5280.809523809524,3.5
Chevrolet,Corvette Z06,2016.0,49000.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,Orange,–,False,True,75000.0,9.0,5444.444444444444,6.2
